                time                Date            Rainfall       Inifiltration          Runoff@end        WaterStorage       LeftDischarge      RightDischarge
  39244.0000  06/11/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39245.0000  06/12/2007        0.0000        0.0014        0.0000        0.0000        0.0000        0.0000
  39246.0000  06/13/2007       25.5766       25.4605        0.0000        0.0000        0.0000        0.0000
  39247.0000  06/14/2007       84.7268       83.8651        0.0000        0.0000        0.0000        0.0000
  39248.0000  06/15/2007       10.5918       10.5821        0.0000        0.0000        0.0000        0.0000
  39249.0000  06/16/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39250.0000  06/17/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39251.0000  06/18/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39252.0000  06/19/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39253.0000  06/20/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39254.0000  06/21/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39255.0000  06/22/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39256.0000  06/23/2007       15.8464       15.8410        0.0000        0.0000        0.0000        0.0000
  39257.0000  06/24/2007        0.0000        0.0018        0.0000        0.0000        0.0000        0.0000
  39258.0000  06/25/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39259.0000  06/26/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39260.0000  06/27/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39261.0000  06/28/2007        6.3151        6.3155        0.0000        0.0000        0.0000        0.0000
  39262.0000  06/29/2007       22.4127       22.4069        0.0000        0.0000        0.0000        0.0000
  39263.0000  06/30/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39264.0000  07/01/2007      128.1962       80.9029       59.1224        0.0000        0.0000       59.1224
  39265.0000  07/02/2007        0.0000        0.0012        0.0000        0.0000        0.0000        0.0000
  39266.0000  07/03/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39267.0000  07/04/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39268.0000  07/05/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39269.0000  07/06/2007      130.1220       73.8797       61.5244        0.0000        0.0000       61.5244
  39270.0000  07/07/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39271.0000  07/08/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39272.0000  07/09/2007        0.9906        0.9875        0.0000        0.0000        0.0000        0.0000
  39273.0000  07/10/2007       96.6255       76.9860       23.3977        0.0000        0.0000       23.3977
  39274.0000  07/11/2007        0.0000        0.0002        0.0000        0.0000        0.0000        0.0000
  39275.0000  07/12/2007      129.6888       65.2198       69.1063        0.0000        0.0000       69.1063
  39276.0000  07/13/2007       12.8588       12.8529        0.0000        0.0000        0.0000        0.0000
  39277.0000  07/14/2007        0.4763        0.4762        0.0000        0.0000        0.0000        0.0000
  39278.0000  07/15/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39279.0000  07/16/2007      117.7321       50.5069       43.0851        0.3750        0.0000       43.0851
  39280.0000  07/17/2007       15.1039       18.2112       26.6392        0.0000        0.0000       26.6392
  39281.0000  07/18/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39282.0000  07/19/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39283.0000  07/20/2007       48.2745       48.1363        0.0000        0.0000        0.0000        0.0000
  39284.0000  07/21/2007      131.1068       60.6724       76.3695        0.0000        0.0000       76.3695
  39285.0000  07/22/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39286.0000  07/23/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39287.0000  07/24/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39288.0000  07/25/2007        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  39289.0000  07/26/2007      115.7246       52.9590       40.6826        0.3727        0.0000       40.6826
  39290.0000  07/27/2007       23.9772       26.3516       22.5812        0.0000        0.0000       22.5812
  39291.0000  07/28/2007       37.7865       28.2857       12.6965        0.0000        0.0000       12.6965
  39292.0000  07/29/2007        0.9525        0.9534        0.0000        0.0000        0.0000        0.0000
