  Matnum      sand     silt    clay     bd     om   TH33       TH1500 
 1	 0.657	 0.176	 0.167	 1.573	 0.006	 -1.000	  -1.000	 'm'
 2	 0.743	 0.135	 0.123	 1.723	 0.008	 -1.000	  -1.000	 'm'
 3	 0.756	 0.141	 0.103	 1.606	 0.002	 -1.000	  -1.000	 'm'
